Geneid	Chr	Start	End	Strand	Length	dump/SRR6754132_subread.bam	dump/SRR6754133_subread.bam	dump/SRR6754134_subread.bam	dump/SRR6754135_subread.bam	dump/SRR6754136_subread.bam	dump/SRR6754137_subread.bam	dump/SRR6754138_subread.bam	dump/SRR6754139_subread.bam	dump/SRR6754140_subread.bam
Chsy1	chr7	66109515	66173798	+	64284	603	639	467	1021	1373	859	286	286	222
Gm23042	chr7	66119303	66119403	-	101	0	0	0	0	0	0	0	0	0
Gm18988	chr7	66126954	66127699	-	746	0	0	0	10	3	0	0	0	0
Gm45080	chr7	66190555	66190837	+	283	13	11	5	9	12	12	14	10	15
Lrrk1	chr7	66226912	66388350	-	161439	1336	2150	1402	1691	2423	2379	1038	885	959
Gm44752	chr7	66309195	66312499	+	3305	0	0	0	11	0	3	0	0	2
Gm10974	chr7	66365905	66386309	+	20405	52	181	59	190	210	312	54	66	50
Gm23957	chr7	66370392	66370481	-	90	0	0	0	0	0	1	0	0	0
Mir7057	chr7	66381667	66381724	-	58	14	34	10	39	45	46	15	4	15
Aldh1a3	chr7	66390890	66427517	-	36628	727	374	372	144	84	98	354	123	61
Gm44753	chr7	66441598	66444250	+	2653	6	7	0	0	0	0	0	0	0
Gm44754	chr7	66565226	66565625	-	400	0	0	0	0	2	2	0	1	0
Gm45067	chr7	66580756	66585866	+	5111	0	5	34	0	0	0	0	0	0
Gm44610	chr7	66615322	66619148	-	3827	5	0	19	0	0	0	0	0	0
Asb7	chr7	66644565	66689596	-	45032	250	506	343	294	336	464	425	314	238
Lins1	chr7	66689889	66717256	+	27368	382	432	550	337	518	525	471	588	528
Gm45098	chr7	66723119	66723775	+	657	0	0	0	0	0	0	0	0	0
Gm10623	chr7	66737804	66740442	+	2639	0	0	0	0	0	0	0	0	0
Cers3	chr7	66743504	66823691	+	80188	20	129	2	0	22	15	6	3	0
Adamts17	chr7	66839735	67153171	+	313437	409	974	359	906	520	648	605	443	189
Gm44755	chr7	66959817	66961918	-	2102	0	0	0	0	0	0	0	0	0
Gm44609	chr7	66993968	66994427	-	460	32	43	31	157	122	110	85	57	51
Gm17909	chr7	67082843	67083749	+	907	165	175	92	713	375	500	319	290	115
Gm45101	chr7	67180100	67180331	+	232	0	3	0	0	0	0	0	0	0
1700112J16Rik	chr7	67204082	67222536	-	18455	33	82	40	0	0	0	35	7	0
Lysmd4	chr7	67222544	67307330	+	84787	3522	4422	4446	1853	3101	4343	5589	5310	7205
Mef2a	chr7	67231163	67372858	-	141696	4066	5460	5053	2355	3727	5399	6090	6013	8256
Gm44667	chr7	67268906	67272242	-	3337	26	76	50	12	6	26	3	6	42
Gm44668	chr7	67367716	67370980	-	3265	8	20	2	0	3	2	3	8	2
Gm45099	chr7	67429073	67443933	-	14861	6	3	0	0	20	29	52	23	70
Lrrc28	chr7	67513410	67645268	-	131859	459	621	479	806	952	994	1457	1536	1713
Gm23233	chr7	67570567	67570703	-	137	0	0	0	0	0	0	0	0	0
Gm32983	chr7	67593659	67594163	+	505	2	7	2	0	0	0	0	2	0
Gm45100	chr7	67637765	67638155	+	391	0	0	0	0	0	0	0	0	0
Ttc23	chr7	67647410	67762912	+	115503	1422	1448	964	250	396	477	505	551	400
Gm44669	chr7	67679335	67681303	-	1969	0	3	0	0	0	5	2	1	1
Synm	chr7	67730160	67759742	-	29583	978	1027	512	0	22	54	106	22	77
Gm45102	chr7	67759317	67760173	+	857	30	38	45	0	0	0	0	1	0
Gm23844	chr7	67778410	67778530	-	121	0	0	0	0	0	0	0	0	0
Gm7583	chr7	67782777	67783781	-	1005	0	0	0	0	1	0	0	0	0
4833412C05Rik	chr7	67784538	67804139	-	19602	33	41	11	11	3	12	32	82	0
Gm45103	chr7	67819250	67829618	+	10369	5	5	0	0	0	0	0	0	2
Gm44841	chr7	67832291	67849632	-	17342	3	13	7	0	0	0	2	0	0
Gm44666	chr7	67886195	67886585	-	391	4	0	0	0	0	0	1	0	0
Igf1r	chr7	67952827	68233668	+	280842	2505	4512	2776	1007	1715	1719	1025	862	719
Pgpep1l	chr7	68236610	68264233	-	27624	105	77	32	20	12	0	29	28	48
Gm16157	chr7	68266339	68276594	-	10256	2	26	2	1	0	0	3	8	0
Fam169b	chr7	68273839	68363092	+	89254	3	107	5	4	1	0	233	43	78
4930405G09Rik	chr7	68315973	68317032	-	1060	0	0	0	0	0	0	0	0	0
Gm44888	chr7	68332989	68335529	+	2541	0	0	0	0	0	0	0	0	0
Gm16158	chr7	68338668	68353201	-	14534	0	18	2	4	0	0	35	1	3
Gm44889	chr7	68384779	68392029	+	7251	0	1	0	0	0	0	1	0	0
4933436H12Rik	chr7	68417402	68427362	+	9961	0	12	0	0	0	0	0	0	0
Gm44885	chr7	68429215	68490892	+	61678	0	157	9	0	0	0	1	0	0
Gm44886	chr7	68439373	68441722	+	2350	0	0	0	0	0	0	0	0	0
Gm44887	chr7	68598677	68598854	-	178	2	1	0	0	0	0	0	0	0
Gm5334	chr7	68618838	68619557	+	720	0	3	0	0	0	0	0	0	0
Gm44692	chr7	68719170	68726467	-	7298	0	1	0	0	0	0	0	2	0
Arrdc4	chr7	68736995	68749241	-	12247	646	831	531	21	55	43	280	222	73
Gm44994	chr7	68843099	68916016	-	72918	4	120	32	0	0	0	11	6	0
Gm23795	chr7	68952100	68952236	-	137	1	0	0	0	0	0	0	0	0
Gm44691	chr7	68989404	69008173	+	18770	4	44	38	0	2	0	0	0	0
Gm5342	chr7	69209884	69210886	+	1003	0	0	1	0	0	0	2	0	0
Gm44533	chr7	69259595	69259862	+	268	0	7	0	0	0	0	0	0	0
RP24-170K5.1	chr7	69354372	69396932	-	42561	4	68	10	0	0	0	12	1	0
Gm44534	chr7	69485424	69490801	-	5378	2	11	0	0	0	0	0	0	0
4930402F11Rik	chr7	69496094	69550673	+	54580	4	75	18	0	0	0	32	0	0
Gm23815	chr7	69498579	69498685	-	107	0	0	0	0	0	0	0	0	0
Gm44535	chr7	69579708	69582843	+	3136	1	2	12	0	0	0	0	0	0
Gm7627	chr7	69605842	69606840	-	999	0	0	0	0	0	0	0	2	0
Gm44690	chr7	69883979	69884360	-	382	0	0	0	0	0	0	0	0	0
4933423L19Rik	chr7	69948900	69950363	+	1464	0	4	3	0	0	0	0	0	0
Gm24120	chr7	69957776	69957904	-	129	0	0	0	0	0	0	0	0	0
Gm44536	chr7	70178868	70337852	-	158985	73	562	269	0	16	1	14	11	1
Gm44537	chr7	70207435	70209182	+	1748	0	0	0	0	0	0	0	0	0
Gm29327	chr7	70248973	70249776	-	804	0	9	0	0	0	0	0	0	0
Gm44946	chr7	70345239	70345810	-	572	1	5	7	0	0	0	0	0	0
Gm44948	chr7	70347548	70347696	-	149	4	1	0	0	0	0	0	0	0
Nr2f2	chr7	70351944	70366735	-	14792	1502	4023	4761	1011	825	599	324	417	174
B130024G19Rik	chr7	70364910	70489972	+	125063	239	1040	1088	11	2	0	15	60	1
Gm28258	chr7	70372038	70388410	-	16373	10	119	42	0	0	0	1	9	0
Gm44532	chr7	70420915	70453222	-	32308	2	89	107	0	0	0	0	1	0
Gm7656	chr7	70490848	70491851	+	1004	4	1	6	1	0	0	0	1	0
Gm44811	chr7	70531222	70531449	+	228	0	2	0	0	0	0	0	0	0
Gm35842	chr7	70548869	70554924	+	6056	0	12	1	0	0	0	0	0	0
Gm44813	chr7	70571322	70574414	+	3093	0	23	1	0	0	0	0	0	1
Gm44812	chr7	70574834	70585751	+	10918	20	20	1	0	0	12	1	1	11
Gm44809	chr7	70592890	70593882	+	993	7	0	4	0	0	0	0	0	0
Gm44808	chr7	70638610	70639917	+	1308	0	2	0	0	0	0	0	0	0
Gm24880	chr7	70752416	70752500	+	85	0	0	0	0	0	0	0	0	0
Gm44810	chr7	70870913	71073345	+	202433	51	371	140	15	14	17	34	37	15
Gm34783	chr7	70912518	70912820	-	303	5	2	2	15	13	15	4	3	14
Gm36011	chr7	71088427	71116539	-	28113	7	40	14	0	0	1	10	0	0
Gm45065	chr7	71097047	71123594	+	26548	13	62	12	0	0	0	10	0	0
6030442E23Rik	chr7	71217049	71224409	+	7361	9	21	4	0	0	0	0	5	0
Gm29328	chr7	71264275	71379972	+	115698	166	519	372	0	0	1	15	0	4
Gm45066	chr7	71331493	71334043	+	2551	0	27	0	0	0	0	2	0	0
Gm10172	chr7	71332363	71332921	-	559	0	3	0	0	0	0	1	0	0
Gm10295	chr7	71348961	71351485	-	2525	0	0	0	0	0	0	0	0	0
Gm29295	chr7	71351451	71391272	+	39822	0	76	20	0	0	0	4	0	0
Gm44689	chr7	71681775	71688447	-	6673	40	99	12	0	0	0	0	0	0
Gm7675	chr7	71696714	71697399	+	686	13	18	1	0	0	0	0	0	0
Gm44688	chr7	71706076	71706612	+	537	0	1	0	0	0	0	0	0	0
Gm17988	chr7	71717837	71718371	+	535	0	0	0	0	0	0	0	0	0
4930441H08Rik	chr7	71909693	71939191	+	29499	3	63	3	17	13	12	7	10	10
Gm36633	chr7	71947520	71962018	-	14499	0	2	5	1	0	0	1	0	0
1700011C11Rik	chr7	71961173	72027317	+	66145	3	97	17	0	0	0	13	4	0
Mctp2	chr7	72077830	72306608	-	228779	137	476	58	23	11	8	26	19	0
Gm45107	chr7	72110761	72113456	+	2696	3	1	0	0	4	0	0	0	0
RP24-462O14.2	chr7	72156094	72157133	-	1040	8	6	0	0	0	0	1	0	0
Gm37620	chr7	72601989	72602489	+	501	0	0	0	0	0	0	0	0	0
Gm28745	chr7	72637212	72637516	-	305	0	0	0	0	0	0	0	0	0
Rpl17-ps10	chr7	72648757	72649311	-	555	902	793	574	3867	3578	3086	1932	1887	1577
Gm28744	chr7	72668017	72668356	-	340	0	0	0	0	0	0	0	0	0
Kansl2-ps	chr7	72672818	72674278	+	1461	1599	1174	857	5728	5605	5139	3425	3676	3312
Gm7693	chr7	72712634	72713621	-	988	2	0	0	4	1	3	4	2	2
Gm5335	chr7	72989154	72990153	-	1000	2	0	0	2	3	6	2	8	6
Gm44725	chr7	73089423	73092616	+	3194	0	6	3	0	0	0	0	0	0
Gm6567	chr7	73097749	73102068	-	4320	0	0	0	0	0	0	12	6	0
4933435G04Rik	chr7	73124451	73126558	+	2108	0	3	0	0	0	0	0	0	0
Gm28746	chr7	73185014	73185393	-	380	0	0	0	0	0	0	0	0	0
Gm44670	chr7	73185744	73189446	+	3703	0	32	0	0	0	0	0	0	0
Gm30075	chr7	73202775	73238531	-	35757	9	24	3	0	0	0	2	0	0
4930429H19Rik	chr7	73310380	73315193	+	4814	15	3	31	0	0	0	25	11	6
A730056A06Rik	chr7	73314003	73375774	-	61772	88	243	180	1	3	47	120	173	90
Rgma	chr7	73375509	73419899	+	44391	320	707	515	31	43	29	356	235	343
Gm44758	chr7	73404350	73406417	+	2068	12	14	15	0	0	0	15	1	0
Gm44645	chr7	73422250	73423902	+	1653	22	93	88	0	0	0	21	2	0
Chd2	chr7	73426638	73541830	-	115193	3788	5788	5002	668	1362	1259	1008	632	817
Gm44553	chr7	73458597	73460633	-	2037	110	148	61	1	43	17	6	0	50
Gm44552	chr7	73498002	73499248	-	1247	7	6	14	0	0	0	0	0	0
C130083A15Rik	chr7	73527266	73528725	-	1460	4	13	9	0	0	0	0	0	0
Gm44686	chr7	73538013	73554801	+	16789	1490	2131	1710	287	355	492	458	398	388
1810026B05Rik	chr7	73539203	73558395	-	19193	1451	1992	1552	313	362	472	507	415	433
Gm44734	chr7	73608948	73614625	+	5678	0	3	2	0	0	0	4	0	10
Gm44738	chr7	73626701	73627435	-	735	0	1	0	0	0	0	0	0	0
Gm44737	chr7	73630617	73638088	+	7472	1	7	0	0	0	0	0	0	0
Gm26176	chr7	73645985	73646089	-	105	0	0	0	0	0	2	0	0	0
Gm23020	chr7	73662048	73662300	+	253	0	3	0	0	0	0	0	0	0
Gm44736	chr7	73670299	73672390	-	2092	0	0	0	0	0	0	0	0	0
Gm44739	chr7	73676880	73678305	-	1426	0	0	0	0	0	0	0	0	0
Gm4971	chr7	73685494	73686601	-	1108	2	0	1	1	5	3	1	0	2
Gm18805	chr7	73688235	73689167	-	933	0	4	0	0	0	0	0	0	0
Gm45007	chr7	73706175	73706540	-	366	0	0	0	12	0	0	13	52	0
A830073O21Rik	chr7	73737929	73741024	-	3096	35	10	16	28	32	27	41	99	38
Fam174b	chr7	73740302	73776919	+	36618	261	118	87	150	133	90	207	482	172
Gm45005	chr7	73754589	73754745	+	157	0	0	0	0	0	0	0	0	0
Gm10619	chr7	73781429	73816503	-	35075	0	17	6	0	0	0	0	10	0
Gm45006	chr7	73797603	73798292	-	690	0	0	0	0	0	0	0	0	0
Gm21269	chr7	73816546	73838898	+	22353	1	15	5	0	0	0	1	0	1
Mir7234	chr7	73819590	73819641	+	52	0	1	0	0	0	0	0	0	0
St8sia2	chr7	73939119	74013690	-	74572	412	440	215	3249	5255	5474	5111	2744	4499
Gm45003	chr7	73945377	73947534	-	2158	3	1	0	0	6	3	7	0	0
Gm38143	chr7	73948423	73958042	+	9620	23	0	4	213	112	52	1	10	102
Gm45004	chr7	74034632	74043738	-	9107	1	0	10	6	27	7	14	6	21
Gm27459	chr7	74235558	74235664	+	107	0	0	0	0	0	0	0	0	0
Slco3a1	chr7	74275419	74554780	-	279362	2537	5031	4493	288	294	474	1915	1269	1395
Gm7580	chr7	74392698	74411233	+	18536	134	278	337	0	6	16	20	4	39
Gm7726	chr7	74699856	74700086	+	231	0	0	0	0	0	0	0	0	0
Gm30459	chr7	74765987	74771243	+	5257	0	3	0	0	7	15	62	27	40
0610006L08Rik	chr7	74818818	74853813	-	34996	1	21	11	0	1	1	12	4	0
Gm44903	chr7	74851269	74851398	-	130	1	0	0	0	1	0	0	1	0
Gm44902	chr7	74886264	74887068	+	805	0	0	0	0	0	0	0	0	0
Gm22326	chr7	74962347	74962697	-	351	0	8	0	0	0	0	0	0	0
Gm44904	chr7	75030194	75075164	+	44971	4	88	21	0	0	0	7	3	0
Sv2b	chr7	75114894	75309262	-	194369	146	302	54	13	1	41	82	24	69
Gm24858	chr7	75275089	75275411	+	323	0	5	0	0	0	0	0	0	0
1500012K07Rik	chr7	75308696	75331419	+	22724	9	23	0	0	0	19	8	17	22
Gm10161	chr7	75366055	75366258	+	204	2	2	2	8	7	8	12	6	2
Gm44962	chr7	75420857	75421135	-	279	0	0	0	0	0	0	0	0	0
Akap13	chr7	75455534	75754609	+	299076	8336	11955	9367	1420	2587	3825	3204	1992	1829
Gm44834	chr7	75481999	75483394	+	1396	10	13	13	6	12	8	0	9	3
Gm44695	chr7	75484861	75486491	+	1631	16	13	13	0	1	13	1	0	1
Gm44835	chr7	75560614	75563794	+	3181	40	50	29	0	1	9	3	0	1
Gm25282	chr7	75668873	75668956	+	84	0	0	1	0	0	0	0	0	0
Gm44694	chr7	75707885	75709182	+	1298	134	312	180	3	6	4	2	4	15
Gm23251	chr7	75757259	75757368	-	110	32	59	6	1	10	7	5	0	9
AU020206	chr7	75769038	75782099	-	13062	218	311	155	882	1519	992	237	92	177
Gm26729	chr7	75784032	75784383	+	352	2	2	0	0	0	0	0	0	0
Klhl25	chr7	75848310	75874131	+	25822	255	203	186	385	609	584	511	346	298
Gm45139	chr7	76000824	76002880	+	2057	0	0	0	0	0	0	0	0	0
Gm45211	chr7	76054094	76056743	+	2650	0	3	0	0	0	0	0	0	0
Agbl1	chr7	76229887	77124698	+	894812	263	1913	398	427	603	591	506	251	176
Gm5597	chr7	76244746	76245938	-	1193	74	53	63	290	417	405	133	127	130
2310001K20Rik	chr7	76611065	76612015	+	951	1	1	0	0	0	0	0	0	0
Gm45210	chr7	76698141	76699717	-	1577	0	19	0	0	0	0	4	0	0
Gm44879	chr7	77298494	77298996	-	503	0	0	0	0	0	0	0	0	0
Gm44608	chr7	77412573	77413427	+	855	0	0	0	0	0	0	0	0	0
Gm23239	chr7	77910140	77910320	-	181	0	0	0	0	0	0	0	0	0
Gm44358	chr7	78026543	78026640	-	98	0	0	0	0	0	0	0	0	0
Ntrk3	chr7	78175959	78738012	-	562054	474	1453	935	0	3	1	86	33	1
Gm44607	chr7	78211610	78212699	-	1090	0	13	0	0	0	0	4	0	0
4921513I08Rik	chr7	78254296	78255421	+	1126	0	0	0	0	0	0	0	0	0
Gm44606	chr7	78560635	78575232	-	14598	0	57	36	0	0	0	0	1	0
Gm9885	chr7	78578830	78581038	+	2209	0	0	0	0	0	0	0	0	0
Mrpl46	chr7	78775236	78783531	-	8296	674	481	483	3404	2811	2947	1816	1973	2113
Gm45059	chr7	78777290	78778366	-	1077	0	0	0	0	1	3	0	1	0
Mrps11	chr7	78783119	78792989	+	9871	564	553	440	2661	2255	2141	1852	1913	1522
5330411O13Rik	chr7	78818285	78820663	+	2379	0	2	8	0	0	1	0	0	0
Det1	chr7	78821547	78847263	-	25717	147	218	100	830	564	542	485	337	396
1700011D18Rik	chr7	78847254	78847530	+	277	0	4	0	0	0	0	2	7	3
Gm44730	chr7	78855488	78858442	-	2955	0	0	0	0	0	0	0	0	4
Mir7-2	chr7	78888277	78888373	+	97	0	0	0	0	0	0	0	0	0
Aen	chr7	78895854	78911209	+	15356	1225	1138	733	4524	3685	3951	2796	3105	3105
Isg20	chr7	78913424	78920396	+	6973	292	341	240	215	43	170	86	248	88
Gm44815	chr7	78922254	78923886	-	1633	1	3	0	0	0	0	0	0	0
Gm26633	chr7	79018053	79053323	-	35271	25	37	46	0	0	4	7	1	0
Acan	chr7	79053483	79115099	+	61617	225	182	63	6	0	7	92	17	15
Hapln3	chr7	79115102	79131018	-	15917	108	99	130	1	6	1	1	2	18
Mfge8	chr7	79133768	79149060	-	15293	32937	25110	24665	8279	8143	6635	7917	10389	5138
Gm44558	chr7	79271688	79273035	-	1348	0	0	0	0	0	0	0	0	10
Abhd2	chr7	79273199	79365508	+	92310	4258	3957	2523	1861	2539	2076	1639	1112	807
Gm44639	chr7	79277767	79280775	+	3009	36	139	68	27	7	2	10	8	1
Gm44557	chr7	79299025	79302926	+	3902	17	41	2	0	17	21	0	0	0
Gm24224	chr7	79352488	79352745	-	258	2	11	15	0	3	4	0	0	0
Rlbp1	chr7	79374870	79387048	-	12179	39	44	0	0	0	0	0	0	0
Fanci	chr7	79391929	79450264	+	58336	364	643	622	414	515	525	140	184	176
Gm16017	chr7	79412310	79412517	-	208	0	0	0	0	0	0	0	0	0
Polg	chr7	79446231	79466362	-	20132	1014	1119	1611	772	1148	1237	590	556	479
Gm10616	chr7	79466409	79468535	+	2127	42	45	54	1	3	3	6	0	1
Mir9-3hg	chr7	79500026	79534403	+	34378	0	18	1	0	0	0	1	0	0
Mir9-3	chr7	79505264	79505353	+	90	0	0	0	0	0	0	0	0	0
A330074H02Rik	chr7	79510362	79511400	+	1039	0	0	0	0	0	0	0	0	0
2900037B21Rik	chr7	79512924	79513260	+	337	0	0	0	0	0	0	0	0	0
Gm37608	chr7	79516882	79518761	+	1880	0	1	0	0	0	0	0	0	0
Gm35040	chr7	79536043	79560033	+	23991	0	38	1	0	0	0	3	0	0
Gm45168	chr7	79577755	79579079	-	1325	0	0	0	0	0	7	0	0	0
Gm45169	chr7	79586648	79592613	-	5966	0	0	0	0	0	0	0	0	0
Rhcg	chr7	79593363	79617657	-	24295	1	4	2	0	19	2	1	0	0
Gm45170	chr7	79602006	79603676	-	1671	1	1	2	0	0	2	1	0	0
Ticrr	chr7	79660196	79698148	+	37953	9	101	62	396	578	577	27	21	29
Kif7	chr7	79698098	79715720	-	17623	68	124	245	84	172	197	36	36	53
9330171B17Rik	chr7	79710283	79712357	+	2075	2	7	27	14	21	35	6	13	4
Plin1	chr7	79720218	79732903	-	12686	15	124	16	0	0	0	0	0	0
Pex11a	chr7	79735957	79743131	-	7175	48	30	7	70	189	211	332	408	318
Gm44706	chr7	79740678	79742016	+	1339	5	0	0	0	0	9	13	2	0
Wdr93	chr7	79743163	79785950	+	42788	23	82	49	20	10	21	4	20	17
Gm44705	chr7	79790287	79790625	-	339	379	421	285	343	344	294	197	261	197
Mesp1	chr7	79792241	79793788	-	1548	1	15	0	8	0	0	0	0	0
Mesp2	chr7	79810727	79813439	+	2713	5	0	0	0	20	0	0	8	0
Anpep	chr7	79821803	79861059	-	39257	421	629	504	0	0	4	9	22	12
Gm44974	chr7	79830593	79831871	-	1279	4	12	14	0	0	0	0	0	0
Ap3s2	chr7	79875325	79920649	-	45325	329	317	402	2646	2373	2502	1685	1716	1801
Gm26646	chr7	79916937	79920641	+	3705	54	25	33	379	303	343	211	251	234
5430400D12Rik	chr7	79920723	79922521	+	1799	9	2	0	0	36	46	58	1	16
Gm44950	chr7	79922572	79924867	-	2296	36	62	96	23	29	30	10	3	3
Arpin	chr7	79925361	79935359	-	9999	595	734	835	2350	2188	1856	301	514	469
Gm24541	chr7	79949187	79949282	+	96	0	0	0	0	0	0	0	0	0
Zfp710	chr7	80024814	80094173	+	69360	244	353	312	136	278	321	175	41	92
Gm44951	chr7	80036705	80038728	+	2024	19	42	19	12	40	24	0	1	5
Gm21057	chr7	80062710	80075267	-	12558	41	39	6	0	13	32	19	4	14
Gm44949	chr7	80088982	80090431	-	1450	0	54	7	1	14	9	3	0	1
Idh2	chr7	80094846	80115392	-	20547	2171	2233	1956	16112	16639	16849	8623	5278	9035
Gm45203	chr7	80110804	80112634	-	1831	19	29	5	28	39	21	0	10	7
Gm45202	chr7	80155169	80156771	+	1603	0	0	0	0	0	0	0	1	0
Sema4b	chr7	80186841	80226527	+	39687	159	158	211	18	42	66	144	84	168
Gm45206	chr7	80209394	80211678	+	2285	0	18	9	0	0	0	0	0	0
Cib1	chr7	80227147	80232813	-	5667	568	872	569	2044	1519	1381	1414	1864	1336
Gdpgp1	chr7	80232865	80242061	+	9197	63	37	22	365	342	264	196	226	321
Gm15504	chr7	80237680	80237944	-	265	6	3	10	13	11	12	3	7	9
Ttll13	chr7	80246376	80260821	+	14446	23	63	47	0	1	5	94	15	6
Ngrn	chr7	80261215	80265374	+	4160	265	356	334	443	983	824	1464	1113	1315
Vps33b	chr7	80269649	80291754	+	22106	267	398	175	572	681	664	660	506	491
Rccd1	chr7	80293229	80324454	-	31226	467	471	455	4986	8989	8282	1006	1605	1719
Prc1	chr7	80294450	80316259	+	21810	381	249	360	4875	8872	8204	896	1542	1698
6330403N20Rik	chr7	80297728	80299616	-	1889	7	2	15	0	0	0	0	0	3
Unc45a	chr7	80325292	80341005	-	15714	2219	2302	1945	1642	2491	2393	1390	1568	1445
Hddc3	chr7	80343104	80350547	+	7444	328	587	568	213	193	318	455	217	343
Gm18310	chr7	80344082	80347993	-	3912	49	73	119	19	18	81	135	69	94
Man2a2	chr7	80349097	80371375	-	22279	610	1031	1094	372	491	613	373	244	563
Fes	chr7	80377756	80387946	-	10191	177	256	316	92	11	21	112	140	19
Furin	chr7	80388585	80405436	-	16852	1712	1379	1059	1803	2455	1842	1915	1461	1635
Gm44851	chr7	80404269	80406577	+	2309	14	2	3	14	34	15	26	12	7
Gm15544	chr7	80429210	80430740	+	1531	25	18	12	146	168	143	70	112	53
Blm	chr7	80454733	80535119	-	80387	422	390	274	2234	2354	2319	1884	1706	1951
Gm17257	chr7	80507787	80508254	+	468	294	243	234	2023	1696	1782	1829	1603	1840
Crtc3	chr7	80586627	80688877	-	102251	1732	2468	2276	194	383	297	358	160	275
Gm44931	chr7	80603239	80603783	-	545	1	4	4	0	1	0	0	0	0
Gm15880	chr7	80636017	80644384	+	8368	59	132	109	35	21	11	5	8	3
Iqgap1	chr7	80711583	80825974	-	114392	8446	9375	7072	4937	6020	4827	2995	3186	1862
Gm44649	chr7	80751822	80758612	+	6791	930	925	782	933	1116	837	442	592	304
Zscan2	chr7	80860920	80876537	+	15618	12	15	13	8	16	13	12	0	17
Wdr73	chr7	80890723	80901269	-	10547	410	665	425	1447	1491	1388	716	877	880
Nmb	chr7	80902227	80905076	-	2850	214	203	176	33	16	7	12	14	1
Sec11a	chr7	80904889	80947780	-	42892	3388	2888	2168	5127	4357	4284	3351	3409	2747
Gm16171	chr7	80907825	80908148	+	324	0	0	0	0	0	0	0	0	0
RP24-120F8.1	chr7	80910373	80914166	-	3794	29	35	6	0	12	5	10	1	14
Gm18782	chr7	80979893	80981291	+	1399	0	3	0	0	0	0	0	0	0
Gm44899	chr7	80980846	80993415	-	12570	32	58	36	33	4	10	32	0	0
Zfp592	chr7	80993681	81045164	+	51484	1364	1696	1696	267	612	946	575	353	429
Gm44967	chr7	80994683	80995313	+	631	7	13	5	0	6	2	1	0	0
Alpk3	chr7	81057600	81105612	+	48013	127	111	95	469	458	857	3020	1853	2076
Platr32	chr7	81059113	81066307	+	7195	8	8	3	72	60	24	133	31	1
Slc28a1	chr7	81114799	81170416	+	55618	322	385	184	1008	826	861	1081	896	919
Gm6415	chr7	81161397	81161744	-	348	283	272	157	997	816	851	1047	866	911
Gm44968	chr7	81205010	81210876	+	5867	4	4	4	0	0	0	0	0	0
Pde8a	chr7	81213596	81334533	+	120938	1426	2032	1484	1392	1494	1041	1071	1143	1168
Gm7180	chr7	81222362	81222874	-	513	268	313	205	1243	1353	879	1038	1024	1121
Rps17	chr7	81342732	81345254	-	2523	1160	1097	665	4527	4645	3507	1811	1841	1456
Cpeb1	chr7	81347026	81455465	-	108440	2126	3201	2629	77	124	120	964	686	669
Rpl7a-ps9	chr7	81445920	81446696	+	777	7	0	0	0	1	1	2	0	0
Cpeb1os1	chr7	81455895	81458006	+	2112	1	2	9	0	0	0	2	6	0
Ap3b2	chr7	81460399	81493925	-	33527	41	92	85	6	8	15	0	0	3
WI1-648A4.1	chr7	81492430	81493859	-	1430	0	2	2	0	0	1	0	0	0
BC048679	chr7	81494275	81498281	-	4007	0	10	0	0	0	0	0	0	0
2900076A07Rik	chr7	81523550	81531498	+	7949	223	193	245	170	141	138	300	227	292
Mir1839	chr7;chr7	81529855;81529916	81529981;81529988	+;+	134	4	0	1	0	0	0	8	17	13
Gm37829	chr7	81530309	81532521	-	2213	54	30	124	20	31	24	179	85	160
Fsd2	chr7	81533308	81566944	-	33637	4	29	19	3	26	15	2437	1470	2348
Whamm	chr7	81571266	81596836	+	25571	304	452	482	30	12	32	41	52	14
RP24-225H21.2	chr7	81590894	81592028	+	1135	51	33	100	3	3	0	11	6	1
Homer2	chr7	81600481	81707527	-	107047	602	786	591	127	43	77	415	165	451
Gm44570	chr7	81610109	81614166	+	4058	148	197	152	57	17	44	163	60	175
Gm26149	chr7	81669728	81669835	+	108	0	1	0	0	0	0	0	0	0
Gm18806	chr7	81742345	81744316	+	1972	0	0	0	0	0	0	0	0	0
Fam103a1	chr7	81762925	81769491	+	6567	956	1203	941	2096	1994	1998	1740	2079	1615
3110040N11Rik	chr7	81782182	81789478	-	7297	181	181	248	841	751	591	874	724	588
Gm45016	chr7	81789477	81794685	+	5209	498	569	428	262	409	569	1389	936	705
RP23-423B21.1	chr7	81789738	81790319	-	582	1	16	0	0	6	0	0	3	0
Btbd1	chr7	81792074	81829431	-	37358	939	1232	1015	549	503	858	1873	1262	942
Gm10160	chr7	81855533	81855794	-	262	2	3	16	0	0	0	0	3	0
Tm6sf1	chr7	81859001	81884434	+	25434	219	440	310	72	53	352	922	646	675
Gm45014	chr7	81860293	81862527	-	2235	3	0	0	0	0	2	3	0	0
RP23-423B21.6	chr7	81874204	81876520	+	2317	25	66	56	5	4	51	114	103	86
Hdgfrp3	chr7	81881251	81934473	-	53223	765	1294	847	369	240	273	591	480	425
Gm45088	chr7	81918943	81920350	-	1408	0	11	1	0	0	0	0	0	0
Gm25907	chr7	81965710	81965834	+	125	1	1	2	5	16	5	0	0	1
Bnc1	chr7	81966672	81992292	-	25621	10	13	0	0	0	0	5	0	0
4833418N17Rik	chr7	81992002	81992618	+	617	0	0	0	0	0	0	0	0	0
